44.7993,87.3225,28.4960,4.4165
5.8404,89.6596,46.0342,-19.3591
30.2760,84.0050,50.8398,7.1974
23.7852,60.0354,75.5281,12.7901
37.6865,10.1804,35.3307,7.6726
46.9812,94.6035,35.0916,4.2873
51.8139,61.8605,23.9749,3.4044
89.4862,36.0928,42.3677,2.8205
69.7780,54.7795,85.3145,8.9738
63.0953,37.2908,70.2657,10.4320
19.3121,52.2512,77.6512,18.6120
87.9401,35.6479,49.9688,5.0847
31.6078,36.9070,37.1956,14.0613
41.5333,16.4391,58.3302,10.6114
68.8438,77.6563,95.8647,8.2256
80.1042,6.4967,53.5074,-2.9230
58.1477,79.6069,46.9533,5.4712
60.2097,22.2237,20.0761,2.2005
51.9888,41.8240,34.4950,7.1800
44.4944,79.9418,14.1053,0.3664
48.9118,22.1431,15.1019,1.2110
51.6735,27.9320,20.2294,5.2108
32.8499,46.9092,94.7595,14.3761
74.1117,87.9130,33.6560,1.7091
84.4038,92.1680,49.9026,0.5346
21.5858,12.0909,94.1971,16.1473
71.0603,81.4878,36.5823,2.2855
78.7068,41.5475,37.2288,2.0965
67.1373,48.1874,84.0694,10.6402
77.2060,57.2802,33.2147,2.8907
58.6237,96.9071,84.0737,3.9684
35.9711,17.9065,68.1528,16.4190
13.0603,21.8987,20.8110,19.1951
18.4208,59.0775,12.9934,7.5765
9.4806,42.4513,42.9078,13.3264
31.2612,65.3503,49.6538,9.9878
39.9952,33.9955,91.9808,15.7684
30.5863,66.5114,77.0422,14.7223
35.6837,90.6691,72.1249,7.3511
22.3925,78.7760,63.4684,9.8174
55.3654,89.5723,45.0662,5.5380
10.6202,66.1802,92.9514,3.5329
8.7215,44.7964,87.9999,13.3427
84.2145,3.2861,30.1479,-17.9558
53.4414,37.1560,16.8388,1.9892
5.5668,26.3466,57.0872,9.0608
76.3690,26.7786,88.8124,9.0053
4.5160,65.7823,85.8113,-21.9513
13.0561,65.4364,20.8521,7.3576
68.5503,84.9014,8.7865,-2.5557
3.6843,3.5243,12.6550,6.0790
85.2439,10.9542,65.8990,2.3609
76.2538,90.1602,65.9657,5.0808
8.7543,39.2978,30.4243,14.5963
43.1338,65.1164,49.1338,7.0049
16.6492,73.9865,74.0434,10.3211
34.4986,24.0331,68.3089,15.2087
32.3300,66.5699,77.1260,15.5876
92.4800,96.7433,5.0918,-4.8859
30.7502,35.6006,30.0082,12.8686
58.1707,10.5969,43.3379,5.0646
44.6440,28.3751,85.0606,14.6563
31.9720,59.9232,95.4728,13.1030
11.3690,44.9350,15.4200,12.4847
18.0237,32.2844,16.0866,11.8016
48.3003,59.5271,17.4094,2.0872
24.8875,64.1834,46.9937,11.5476
91.0720,3.1791,38.1467,-18.6066
7.6595,89.6760,95.6053,-7.6688
87.9673,60.1746,28.6590,2.0252
6.2306,30.6622,15.9634,11.9344
6.5140,26.4329,25.7096,16.0842
36.8501,35.9676,20.9308,6.9049
62.5517,8.5766,19.7659,-4.3619
57.9839,3.3412,15.0887,-19.8141
63.8410,18.2078,58.2868,7.6678
66.5618,85.7174,11.3598,-1.3859
49.0128,32.1973,65.2644,12.5998
80.5879,5.7193,78.2106,-2.8651
17.9716,91.1220,69.7398,11.5643
82.9051,41.9722,87.6740,9.3759
96.4896,77.7806,44.7399,0.3348
56.2591,66.3764,49.7248,7.7242
93.3729,27.1750,58.9290,4.5144
57.6415,54.1282,66.5639,8.5584
33.3194,65.8651,34.4034,7.0835
32.3827,35.3326,25.1087,11.6024
26.6974,65.8254,38.3918,11.5042
64.3090,32.5264,56.5000,7.4341
82.7768,80.3345,69.5678,3.6407
75.0583,67.2556,76.1059,2.1464
42.4677,13.6196,62.9284,11.6695
42.8092,32.0529,82.2433,15.8110
66.8368,74.2036,24.7886,-0.3431
60.3428,4.1772,23.4469,-12.4555
6.0781,65.2526,24.0515,-7.0570
92.5713,42.9370,82.1970,6.4897
53.6446,76.0351,7.1224,-2.1539
9.2447,69.9803,45.4582,-0.6286
94.9524,28.4347,15.5103,-2.0575
1.0000,26.0000,96.0000,-122.3267
1.0000,86.0000,11.0000,-94.9880
96.0000,11.0000,11.0000,-7.1543
1.0000,16.0000,11.0000,-107.0699
56.0000,1.0000,6.0000,-79.3398
21.0000,1.0000,6.0000,-72.7008
1.0000,1.0000,6.0000,-54.6572
1.0000,1.0000,1.0000,-42.0356
1.0000,1.0000,6.0000,-55.6526
1.0000,1.0000,1.0000,-42.2830
1.0000,1.0000,1.0000,-42.6825
1.0000,1.0000,1.0000,-41.7730
1.0000,1.0000,1.0000,-42.7489
1.0000,1.0000,1.0000,-42.6176
1.0000,1.0000,1.0000,-41.6706
1.0000,1.0000,1.0000,-42.3481
1.0000,1.0000,1.0000,-42.1946
1.0000,1.0000,1.0000,-42.2575
1.0000,1.0000,1.0000,-42.5724
1.0000,1.0000,6.0000,-56.2494
6.0000,1.0000,1.0000,-74.6698
1.0000,1.0000,1.0000,-42.6930
1.0000,1.0000,1.0000,-42.3924
1.0000,1.0000,1.0000,-42.4160
1.0000,1.0000,1.0000,-42.1115
1.0000,1.0000,1.0000,-43.2916
1.0000,1.0000,1.0000,-42.7367
1.0000,1.0000,1.0000,-42.4152
1.0000,1.0000,1.0000,-42.3455
1.0000,1.0000,1.0000,-41.4263
1.0000,1.0000,1.0000,-42.6295
1.0000,1.0000,1.0000,-42.6767
1.0000,1.0000,1.0000,-41.8411
1.0000,1.0000,1.0000,-42.2745
1.0000,1.0000,1.0000,-42.1902
1.0000,1.0000,1.0000,-41.7421
1.0000,1.0000,1.0000,-42.0923
1.0000,1.0000,1.0000,-42.4389
1.0000,1.0000,1.0000,-42.7206
1.0000,1.0000,1.0000,-42.4429
1.0000,1.0000,1.0000,-41.6044
1.0000,1.0000,1.0000,-43.0636
1.0000,1.0000,1.0000,-42.4743
1.0000,1.0000,1.0000,-42.4432
1.0000,1.0000,1.0000,-42.5675
1.0000,1.0000,1.0000,-42.2981
1.0000,1.0000,1.0000,-41.5334
1.0000,1.0000,1.0000,-42.1615
1.0000,1.0000,1.0000,-42.1243
1.0000,1.0000,1.0000,-42.1608
1.0000,1.0000,1.0000,-42.1777
1.0000,1.0000,1.0000,-42.2261
1.0000,1.0000,1.0000,-41.9606
1.0000,1.0000,1.0000,-42.5009
1.0000,1.0000,1.0000,-41.9068
1.0000,1.0000,1.0000,-42.4980
1.0000,1.0000,1.0000,-41.7802
1.0000,1.0000,1.0000,-42.1618
1.0000,1.0000,1.0000,-42.8857
1.0000,1.0000,1.0000,-42.7682
1.0000,1.0000,1.0000,-41.8040
1.0000,1.0000,1.0000,-42.2245
1.0000,1.0000,1.0000,-42.4288
1.0000,1.0000,1.0000,-42.8417
1.0000,1.0000,1.0000,-42.0397
1.0000,1.0000,1.0000,-42.1924
1.0000,1.0000,1.0000,-42.2033
1.0000,1.0000,1.0000,-41.9070
1.0000,1.0000,1.0000,-43.3071
1.0000,1.0000,1.0000,-41.9467
1.0000,1.0000,1.0000,-42.2571
1.0000,1.0000,1.0000,-43.4186
1.0000,1.0000,1.0000,-42.1701
1.0000,1.0000,1.0000,-42.4788
1.0000,1.0000,1.0000,-42.5392
1.0000,1.0000,1.0000,-43.3127
1.0000,1.0000,1.0000,-42.3513
1.0000,1.0000,1.0000,-43.0707
1.0000,1.0000,1.0000,-42.6362
1.0000,1.0000,1.0000,-42.8319
1.0000,1.0000,1.0000,-42.2884
1.0000,1.0000,1.0000,-42.3028
1.0000,1.0000,1.0000,-41.8287
1.0000,1.0000,1.0000,-41.7250
1.0000,1.0000,1.0000,-41.9814
1.0000,1.0000,1.0000,-42.4478
1.0000,1.0000,1.0000,-41.8988
1.0000,1.0000,1.0000,-41.9798
1.0000,1.0000,1.0000,-42.2967
1.0000,1.0000,1.0000,-42.8798
1.0000,1.0000,1.0000,-43.0143
1.0000,1.0000,1.0000,-41.9062
1.0000,1.0000,1.0000,-41.8691
1.0000,1.0000,1.0000,-41.5534
1.0000,1.0000,1.0000,-41.8943
1.0000,1.0000,1.0000,-41.9434
1.0000,1.0000,1.0000,-41.8643
1.0000,1.0000,1.0000,-43.4806
1.0000,1.0000,1.0000,-43.0060
1.0000,1.0000,1.0000,-41.4416
1.0000,1.0000,1.0000,-42.6496
1.0000,1.0000,1.0000,-41.4683
1.0000,1.0000,1.0000,-42.7053
1.0000,1.0000,1.0000,-40.6731
1.0000,1.0000,1.0000,-42.0586
1.0000,1.0000,1.0000,-42.5570
1.0000,1.0000,1.0000,-43.7706
1.0000,1.0000,1.0000,-42.0921
1.0000,1.0000,1.0000,-43.1007
1.0000,1.0000,1.0000,-41.4297
1.0000,1.0000,1.0000,-42.6190
1.0000,1.0000,1.0000,-42.1307
1.0000,1.0000,1.0000,-42.2515
1.0000,1.0000,1.0000,-42.6274
1.0000,1.0000,1.0000,-42.6512
56.5995,68.4086,3.5249,-4.9148
70.8356,72.1747,87.2292,6.6842
85.2104,91.1918,43.1852,0.8753
86.9136,6.9142,57.5976,-2.4004
44.0220,37.4886,48.9745,11.4437
46.7255,71.2638,54.3890,9.5489
25.4749,60.2908,72.8547,13.2218
6.5796,41.2145,65.3225,5.6620
26.2481,37.9857,33.3255,14.2818
57.2638,77.5931,50.1665,7.8224
14.3132,41.6939,10.7600,9.0253
43.8102,28.3208,66.5516,14.4682
4.2357,54.8710,36.1967,-18.0256
5.5512,63.1291,71.6004,-15.6983
72.1241,19.4089,57.0610,8.4839
54.6147,16.3992,96.9943,11.0507
61.6432,54.1535,75.2636,8.0195
7.5771,59.1189,69.3748,-0.9142
90.4859,64.8638,59.5064,5.0749
77.5711,39.2501,41.1959,5.2472
70.5275,84.1225,72.3645,6.1761
87.2307,88.8186,70.9033,3.4134
51.3192,79.5426,53.4785,6.6683
4.7456,89.6208,14.5954,-23.5899
44.3035,38.0557,56.6460,12.0175
96.0000,26.0000,1.0000,-10.2450
